0.000000000000000000e+00	4.676481851980484272e+00
1.000000000000000021e-03	4.843335336221473497e+00
2.000000000000000042e-03	4.878136979843529453e+00
3.000000000000000062e-03	4.201029758010380810e+00
4.000000000000000083e-03	4.221861265430034038e+00
5.000000000000000104e-03	5.060403317213627794e+00
6.000000000000000125e-03	6.579612465812107125e+00
7.000000000000000146e-03	5.718120908168653038e+00
8.000000000000000167e-03	6.127031064908914360e+00
9.000000000000001055e-03	6.379608881773501494e+00
1.000000000000000021e-02	7.528723690635933607e+00
1.099999999999999936e-02	5.738129429551657168e+00
1.200000000000000025e-02	4.399304566117843152e+00
1.300000000000000114e-02	6.166710168621053256e+00
1.400000000000000029e-02	4.873891204140098132e+00
1.499999999999999944e-02	5.455711042720711390e+00
1.600000000000000033e-02	4.622332288923893806e+00
1.700000000000000122e-02	6.130367040996264727e+00
1.800000000000000211e-02	5.057747013185706741e+00
1.899999999999999953e-02	6.743914924974384384e+00
2.000000000000000042e-02	6.099201787897293059e+00
2.100000000000000130e-02	4.278310897390562140e+00
2.199999999999999872e-02	4.398590476888191603e+00
2.299999999999999961e-02	5.378928989193579646e+00
2.400000000000000050e-02	3.749497075068835894e+00
2.500000000000000139e-02	4.754010180027569810e+00
2.600000000000000228e-02	6.144984872378929985e+00
2.699999999999999969e-02	6.176153471434951747e+00
2.800000000000000058e-02	4.111186716385462958e+00
2.900000000000000147e-02	4.317199279136120893e+00
2.999999999999999889e-02	4.991110513008845118e+00
3.099999999999999978e-02	5.200783554655927787e+00
3.200000000000000067e-02	3.796806590767646483e+00
3.300000000000000155e-02	5.054158924217619031e+00
3.400000000000000244e-02	4.243641301311027014e+00
3.500000000000000333e-02	4.840679861082752389e+00
3.600000000000000422e-02	3.996872471762799695e+00
3.699999999999999817e-02	6.039286027087653608e+00
3.799999999999999906e-02	3.513571715569456799e+00
3.899999999999999994e-02	3.322430603851109332e+00
4.000000000000000083e-02	4.202945862133297794e+00
4.100000000000000172e-02	3.552277172264975746e+00
4.200000000000000261e-02	2.716874974445010693e+00
4.300000000000000350e-02	3.518220706910903495e+00
4.399999999999999745e-02	3.934400218508415481e+00
4.499999999999999833e-02	6.974716527958953805e+00
4.599999999999999922e-02	4.555137344350516315e+00
4.700000000000000011e-02	3.155424277979516301e+00
4.800000000000000100e-02	2.849692860316074050e+00
4.900000000000000189e-02	5.582419400725149750e+00
5.000000000000000278e-02	4.351082368735238681e+00
5.100000000000000366e-02	6.278238301453730408e+00
5.200000000000000455e-02	4.640803735184040768e+00
5.299999999999999850e-02	4.715061060146998884e+00
5.399999999999999939e-02	6.078456193858459145e+00
5.500000000000000028e-02	6.193103154558837531e+00
5.600000000000000117e-02	4.990465232193626477e+00
5.700000000000000205e-02	4.801157366723876940e+00
5.800000000000000294e-02	5.714966161794447608e+00
5.900000000000000383e-02	7.472717691654022332e+00
5.999999999999999778e-02	6.519247876814594278e+00
6.099999999999999867e-02	7.450033815066623433e+00
6.199999999999999956e-02	5.701785115507891355e+00
6.300000000000000044e-02	5.313413023072338426e+00
6.400000000000000133e-02	6.508061293497654276e+00
6.500000000000000222e-02	5.567663066343937039e+00
6.600000000000000311e-02	5.206948732429301785e+00
6.700000000000000400e-02	4.678725422372751019e+00
6.800000000000000488e-02	6.316666366877056404e+00
6.900000000000000577e-02	6.946503515159378139e+00
7.000000000000000666e-02	7.234390153119238498e+00
7.100000000000000755e-02	6.152523070319835696e+00
7.200000000000000844e-02	5.813385993831585274e+00
7.299999999999999545e-02	4.350313896951324644e+00
7.399999999999999634e-02	3.529631527890054521e+00
7.499999999999999722e-02	4.639655971103469945e+00
7.599999999999999811e-02	4.953106730328522112e+00
7.699999999999999900e-02	5.137246250799790026e+00
7.799999999999999989e-02	6.374115028931338856e+00
7.900000000000000078e-02	4.491780208068341551e+00
8.000000000000000167e-02	3.866914795610179034e+00
8.100000000000000255e-02	5.598241285768160935e+00
8.200000000000000344e-02	7.716985816056577185e+00
8.300000000000000433e-02	6.870090680567297881e+00
8.400000000000000522e-02	5.384543825294169750e+00
8.500000000000000611e-02	5.766963524906840277e+00
8.600000000000000699e-02	5.932253737972468244e+00
8.700000000000000788e-02	3.831406312731385100e+00
8.799999999999999489e-02	5.794367192858770110e+00
8.899999999999999578e-02	5.770520565621641396e+00
8.999999999999999667e-02	3.802721492066321929e+00
9.099999999999999756e-02	5.940293841683764953e+00
9.199999999999999845e-02	2.527959034569805752e+00
9.299999999999999933e-02	4.054555037659588024e+00
9.400000000000000022e-02	4.264204692338619651e+00
9.500000000000000111e-02	6.181487177719106718e+00
9.600000000000000200e-02	4.806589313483938142e+00
9.700000000000000289e-02	4.379715951674870489e+00
9.800000000000000377e-02	6.005145227394843133e+00
9.900000000000000466e-02	4.323559234998409551e+00
1.000000000000000056e-01	6.247669687571782760e+00
1.010000000000000064e-01	6.955589304959051589e+00
1.020000000000000073e-01	4.492264144992550001e+00
1.030000000000000082e-01	5.372782175192677201e+00
1.040000000000000091e-01	5.797310553034569658e+00
1.049999999999999961e-01	4.718623840467924602e+00
