1	4	1020	1
2	4004	1023	1
3	8000	1023	1
4	12000	1023	1
5	16000	1023	1
6	20000	1023	1
7	24004	1023	1
8	28004	1023	1
9	32000	1022	1
10	36000	1023	1
11	40004	1023	1
12	44000	1023	1
13	48004	1022	1
14	52000	1023	1
15	56004	1023	1
16	60000	1023	1
17	64000	1023	1
18	68004	1023	1
19	72000	1023	1
20	76004	1023	1
21	80000	1023	1
22	84004	1023	1
23	88000	1022	1
24	92004	1023	1
25	96000	1023	1
26	100004	1023	1
27	104000	1023	1
28	108004	1022	1
29	112000	1022	1
30	116000	1023	1
31	120000	1023	1
32	124000	1023	1
33	128000	1023	1
34	132004	1022	1
35	136000	1023	1
36	140000	1023	1
37	144000	1023	1
38	148000	1022	1
39	152000	1022	1
40	156000	1023	1
41	160000	1023	1
42	164004	1023	1
43	168000	1023	1
44	172000	1023	1
45	176000	1023	1
46	180000	1023	1
47	184000	1023	1
48	188000	1021	1
49	192000	1023	1
50	196004	1023	1
51	200000	1023	1
52	204000	1023	1
53	208000	1023	1
54	212004	1023	1
55	216000	1023	1
56	220000	1023	1
57	224000	1023	1
58	228000	1023	1
59	232000	1023	1
60	236000	1023	1
61	240000	1023	1
62	244000	1023	1
63	248000	1023	1
64	252000	1023	1
65	256000	1023	1
66	260004	1023	1
67	264000	1023	1
68	268000	1022	1
69	272000	1023	1
70	276000	1023	1
71	280000	1023	1
72	284000	1023	1
73	288000	1019	1
74	292000	1023	1
75	296000	1023	1
76	300000	1023	1
77	304000	1023	1
78	308000	1023	1
79	312000	1023	1
80	316000	1023	1
81	320000	1023	1
82	324004	1023	1
83	328000	1021	1
84	332000	1023	1
85	336000	1023	1
86	340000	1023	1
87	344000	1023	1
88	348000	1020	1
89	352000	1023	1
90	356000	1023	1
91	360000	0	0
92	364000	0	0
93	368000	0	0
94	372000	0	0
95	376000	0	0
96	380000	0	0
97	384004	0	0
98	388004	0	0
99	392004	0	0
100	396004	0	0
101	400004	0	0
102	404000	0	0
103	408000	0	0
104	412000	0	0
105	416000	0	0
106	420000	0	0
107	424000	0	0
108	428000	0	0
109	432000	0	0
110	436000	0	0
111	440000	0	0
112	444000	0	0
113	448000	0	0
114	452000	0	0
115	456000	0	0
116	460000	0	0
117	464004	0	0
118	468000	0	0
119	472000	0	0
120	476000	0	0
121	480000	0	0
122	484000	0	0
123	488000	0	0
124	492000	0	0
125	496000	0	0
126	500000	0	0
127	504000	0	0
128	508000	0	0
129	512004	0	0
130	516000	0	0
131	520000	0	0
132	524000	0	0
133	528000	0	0
134	532000	0	0
135	536000	0	0
136	540000	0	0
137	544000	0	0
138	548000	0	0
139	552000	0	0
140	556000	0	0
141	560000	0	0
142	564000	0	0
143	568000	0	0
144	572000	0	0
145	576004	0	0
146	580004	0	0
147	584000	0	0
148	588000	0	0
149	592004	0	0
150	596004	0	0
151	600000	0	0
152	604000	0	0
153	608004	0	0
154	612004	0	0
155	616000	0	0
156	620000	0	0
157	624000	0	0
158	628000	0	0
159	632000	0	0
160	636004	0	0
161	640004	0	0
162	644000	0	0
163	648000	0	0
164	652000	0	0
165	656000	0	0
166	660000	0	0
167	664000	0	0
168	668000	0	0
169	672000	0	0
170	676000	0	0
171	680000	0	0
172	684000	0	0
173	688000	0	0
174	692000	0	0
175	696000	0	0
176	700000	0	0
177	704000	0	0
178	708000	0	0
179	712000	0	0
180	716000	0	0
181	720004	0	0
182	724004	0	0
183	728004	0	0
184	732004	0	0
185	736004	0	0
186	740004	0	0
187	744004	0	0
188	748004	0	0
189	752004	0	0
190	756004	0	0
191	760004	0	0
192	764004	1022	1
193	768004	1023	1
194	772000	1023	1
195	776000	1023	1
196	780000	1023	1
197	784000	1023	1
198	788000	1022	1
199	792000	1023	1
200	796000	1023	1
201	800000	1023	1
202	804000	1023	1
203	808000	1022	1
204	812000	1023	1
205	816000	1023	1
206	820000	1023	1
207	824000	1023	1
208	828000	1023	1
209	832000	1022	1
210	836004	1023	1
211	840000	1023	1
212	844000	1023	1
213	848000	1022	1
214	852000	1023	1
215	856000	1023	1
216	860000	1023	1
217	864000	1023	1
218	868000	1022	1
219	872000	1023	1
220	876000	1023	1
221	880000	1023	1
222	884000	1023	1
223	888000	1023	1
224	892000	1022	1
225	896000	1023	1
226	900000	1023	1
227	904000	1023	1
228	908000	1022	1
229	912000	1023	1
230	916000	1023	1
231	920000	1023	1
232	924000	1023	1
233	928000	1023	1
234	932000	1023	1
235	936000	1023	1
236	940000	1023	1
237	944000	1023	1
238	948000	1023	1
239	952000	1022	1
240	956000	1023	1
241	960000	1023	1
242	964000	1023	1
243	968000	1023	1
244	972000	1022	1
245	976000	1023	1
246	980000	1023	1
247	984000	1023	1
248	988000	1023	1
249	992000	1023	1
250	996000	1023	1
251	1000000	1023	1